CustomerID,Gender,ZIP,SocioEconomicIndex,PD_Rating,ReturningCustomer,BackupCard,StandingOrder,CreditProducts,CreditProductCode,IsBankCard,CardStatus,DebtHistory_1_Date,DebtHistory_1_Amount,DebtHistory_1_ReturnReason,DebtHistory_1_CollectionChannel,DebtHistory_1_CollectionChannelCode,DebtHistory_1_CollectionDays,DebtHistory_2_Date,DebtHistory_2_Amount,DebtHistory_2_ReturnReason,DebtHistory_2_CollectionChannel,DebtHistory_2_CollectionChannelCode,DebtHistory_2_CollectionDays,DebtHistory_3_Date,DebtHistory_3_Amount,DebtHistory_3_ReturnReason,DebtHistory_3_CollectionChannel,DebtHistory_3_CollectionChannelCode,DebtHistory_3_CollectionDays,DebtHistory_4_Date,DebtHistory_4_Amount,DebtHistory_4_ReturnReason,DebtHistory_4_CollectionChannel,DebtHistory_4_CollectionChannelCode,DebtHistory_4_CollectionDays,DebtHistory_5_Date,DebtHistory_5_Amount,DebtHistory_5_ReturnReason,DebtHistory_5_CollectionChannel,DebtHistory_5_CollectionChannelCode,DebtHistory_5_CollectionDays,Alert_1_Code,Alert_1_Date,Alert_2_Code,Alert_2_Date,Alert_3_Code,Alert_3_Date,Alert_4_Code,Alert_4_Date,Alert_5_Code,Alert_5_Date
602526,Male,43811,5,High,1,0,1,Mortgage,3,1,Expired,2022-05-26,10564.25,CardExpired,Branch,2,76,2022-07-25,14305.54,TechnicalError,Branch,1,185,,,,,,,,,,,,,,,,,,,151,2023-11-03,194,2021-10-29,,,,,146,2022-10-24
602527,Male,71091,1,Medium,1,0,0,Loan,4,0,Blocked,2019-02-22,13878.27,InsufficientFunds,App,1,115,2019-04-23,9330.89,TechnicalError,App,3,61,,,,,,,,,,,,,,,,,,,108,2018-02-01,,,,,,,197,2017-12-04
602528,Female,84139,6,Medium,0,0,1,Loan,1,1,Active,2020-10-05,11659.25,CardExpired,CallCenter,1,5,2020-12-04,6628.85,TechnicalError,CallCenter,2,183,2021-02-02,10516.02,InsufficientFunds,App,2,65,2021-04-03,9617.75,InsufficientFunds,CallCenter,3,130,2021-06-02,13704.45,InsufficientFunds,App,3,58,,,,,,,127,2022-09-25,,
602529,Female,63492,1,High,0,1,0,CreditCard,3,0,Blocked,2024-07-07,3119.85,TechnicalError,CallCenter,3,41,2024-09-05,6387.93,InsufficientFunds,Branch,3,5,2024-11-04,503.23,InsufficientFunds,Branch,2,73,2025-01-03,13458.35,CardExpired,CallCenter,1,121,,,,,,,,,,,,,128,2023-06-28,122,2016-09-13
602530,Female,48084,3,High,0,0,1,Mortgage,2,1,Blocked,2024-07-25,9318.32,TechnicalError,Branch,2,127,2024-09-23,2898.21,InsufficientFunds,Branch,1,137,2024-11-22,13275.13,CardExpired,App,3,236,,,,,,,,,,,,,155,2024-05-04,130,2021-05-05,,,,,106,2022-07-20
602531,Female,20117,9,Medium,0,1,1,Mortgage,1,0,Active,2021-02-26,12591.16,TechnicalError,Branch,2,135,2021-04-27,13680.66,TechnicalError,App,2,164,2021-06-26,9668.11,InsufficientFunds,App,3,168,2021-08-25,2669.42,TechnicalError,Branch,2,210,2021-10-24,6438.32,TechnicalError,CallCenter,2,155,,,181,2018-05-24,,,,,,
602532,Female,94202,2,High,0,1,1,Loan,1,0,Active,2017-05-18,7023.73,InsufficientFunds,Branch,2,165,2017-07-17,6088.97,CardExpired,CallCenter,3,55,,,,,,,,,,,,,,,,,,,,,183,2019-07-17,,,,,,
602533,Female,63394,1,High,1,0,1,CreditCard,4,0,Expired,2016-07-26,13684.22,InsufficientFunds,App,1,196,,,,,,,,,,,,,,,,,,,,,,,,,142,2020-03-23,,,160,2017-03-15,,,155,2023-01-22
602534,Male,82633,3,High,0,0,1,Loan,1,1,Blocked,2021-08-01,13372.27,TechnicalError,CallCenter,3,6,2021-09-30,10451.71,CardExpired,CallCenter,1,126,2021-11-29,14251.44,InsufficientFunds,CallCenter,1,203,2022-01-28,5720.91,TechnicalError,CallCenter,3,33,,,,,,,,,,,179,2018-09-10,131,2021-05-19,,
602535,Female,36218,8,Low,0,1,0,CreditCard,1,0,Active,2020-05-20,8629.66,InsufficientFunds,App,3,109,2020-07-19,3783.09,CardExpired,CallCenter,1,147,2020-09-17,592.29,TechnicalError,Branch,1,220,,,,,,,,,,,,,103,2021-10-10,,,192,2019-08-07,176,2025-03-05,,
602536,Male,86695,7,Low,0,1,1,CreditCard,1,0,Active,2023-06-18,7997.96,CardExpired,App,2,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,2025-12-14,,
602537,Male,55287,7,High,0,0,1,Loan,4,1,Blocked,2025-08-13,11483.39,CardExpired,Branch,2,52,2025-10-12,2429.03,TechnicalError,CallCenter,3,111,2025-12-11,8183.81,InsufficientFunds,CallCenter,2,159,,,,,,,,,,,,,,,142,2026-01-28,,,,,,
602538,Other,61622,3,Low,1,0,0,Loan,1,0,Blocked,2024-07-06,9613.73,TechnicalError,CallCenter,1,195,2024-09-04,1472.89,CardExpired,App,2,103,,,,,,,,,,,,,,,,,,,144,2025-03-05,,,187,2025-07-09,182,2020-08-22,149,2021-07-26
602539,Male,22594,6,Low,1,1,1,Mortgage,4,0,Active,2025-08-29,3028.02,CardExpired,App,3,8,2025-10-28,1040.59,TechnicalError,App,1,5,2025-12-27,6234.8,CardExpired,CallCenter,3,123,2026-02-25,1652.96,TechnicalError,Branch,1,8,,,,,,,149,2020-11-25,128,2021-01-03,146,2017-10-03,154,2018-05-05,,
602540,Male,47860,5,Low,0,0,0,CreditCard,1,1,Expired,2017-08-13,2652.64,InsufficientFunds,CallCenter,1,162,2017-10-12,1207.51,TechnicalError,App,1,77,2017-12-11,13707.53,TechnicalError,Branch,2,93,2018-02-09,7713.54,TechnicalError,Branch,3,6,,,,,,,,,115,2025-02-28,187,2024-06-29,,,196,2019-05-20
602541,Other,23858,8,Low,1,0,1,Mortgage,1,1,Active,2020-06-05,14114.53,InsufficientFunds,App,2,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,2025-05-13,133,2023-09-19
602542,Other,81893,6,Medium,0,1,0,Loan,4,0,Expired,2022-12-16,12035.79,InsufficientFunds,App,3,179,2023-02-14,7450.02,CardExpired,Branch,2,180,,,,,,,,,,,,,,,,,,,,,,,,,,,138,2021-09-02
602543,Female,71017,3,Low,1,0,0,Mortgage,4,0,Active,2022-04-28,8921.62,CardExpired,App,2,101,,,,,,,,,,,,,,,,,,,,,,,,,,,107,2022-06-07,,,,,121,2026-03-30
602544,Male,14527,5,Medium,0,0,0,Mortgage,2,0,Active,2017-04-22,2580.25,InsufficientFunds,CallCenter,3,20,2017-06-21,5568.81,CardExpired,Branch,3,7,2017-08-20,6301.79,TechnicalError,CallCenter,2,122,,,,,,,,,,,,,,,,,,,199,2021-07-05,,
602545,Other,77633,7,Low,1,1,0,Loan,2,0,Blocked,2024-01-17,4827.85,TechnicalError,CallCenter,1,6,2024-03-17,8507.03,InsufficientFunds,Branch,1,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602546,Male,71312,9,High,0,0,1,Mortgage,3,0,Blocked,2021-07-08,6806.82,CardExpired,CallCenter,3,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,2018-11-17,,
602547,Male,78100,4,Medium,0,1,0,Mortgage,2,1,Expired,2025-06-01,7064.77,InsufficientFunds,App,3,180,2025-07-31,6390.44,TechnicalError,Branch,1,189,2025-09-29,596.23,InsufficientFunds,CallCenter,3,99,,,,,,,,,,,,,,,,,,,,,,
602548,Other,56161,5,Medium,0,1,0,CreditCard,3,0,Blocked,2017-07-29,4189.89,CardExpired,Branch,3,39,2017-09-27,8953.54,InsufficientFunds,App,1,196,2017-11-26,3867.27,InsufficientFunds,Branch,3,59,2018-01-25,12353.46,InsufficientFunds,Branch,1,39,2018-03-26,12145.98,InsufficientFunds,App,1,149,176,2023-05-14,,,118,2018-09-07,,,194,2024-03-06
602549,Female,76622,3,High,0,0,0,CreditCard,1,1,Blocked,2025-04-16,12025.74,CardExpired,App,2,180,2025-06-15,6546.15,TechnicalError,CallCenter,2,107,2025-08-14,12218.69,InsufficientFunds,CallCenter,3,238,2025-10-13,11695.62,InsufficientFunds,CallCenter,2,49,2025-12-12,3426.91,CardExpired,Branch,2,9,,,,,,,145,2019-08-18,107,2019-02-16
602550,Female,11927,7,Low,1,1,1,Loan,2,0,Blocked,2020-09-30,12812.12,TechnicalError,Branch,1,25,2020-11-29,13654.69,InsufficientFunds,App,2,7,2021-01-28,12619.13,TechnicalError,App,3,21,2021-03-29,3448.88,TechnicalError,Branch,1,193,2021-05-28,8574.72,TechnicalError,App,2,143,139,2023-11-05,,,,,151,2025-11-30,139,2024-10-16
602551,Other,50539,8,Medium,1,1,0,CreditCard,2,1,Blocked,2020-05-27,10477.66,TechnicalError,App,2,52,2020-07-26,12110.12,CardExpired,CallCenter,1,160,,,,,,,,,,,,,,,,,,,,,123,2018-09-23,,,197,2018-11-18,,
602552,Male,53929,8,High,0,1,1,Mortgage,4,1,Expired,2024-04-05,3193.45,TechnicalError,Branch,1,183,2024-06-04,1576.39,TechnicalError,CallCenter,3,72,2024-08-03,3284.32,CardExpired,App,2,79,2024-10-02,11526.88,TechnicalError,Branch,2,128,,,,,,,116,2025-11-28,174,2019-08-28,184,2018-02-18,110,2020-12-11,107,2022-08-22
602553,Female,75382,8,Medium,1,1,0,Mortgage,4,1,Expired,2024-03-26,14071.56,CardExpired,App,1,119,2024-05-25,4331.31,InsufficientFunds,App,3,137,2024-07-24,13912.28,TechnicalError,CallCenter,2,212,2024-09-22,7097.95,InsufficientFunds,Branch,1,98,,,,,,,,,142,2017-02-06,132,2019-07-03,,,124,2026-01-10
602554,Other,77792,6,Medium,0,1,1,Loan,3,1,Blocked,2024-07-26,12099.82,CardExpired,Branch,3,14,2024-09-24,10406.6,InsufficientFunds,CallCenter,1,137,,,,,,,,,,,,,,,,,,,182,2020-03-10,178,2023-01-10,174,2017-06-18,,,,
602555,Female,44918,4,Low,1,1,0,Mortgage,1,0,Expired,2018-07-05,1483.72,TechnicalError,Branch,3,144,2018-09-03,12872.76,TechnicalError,Branch,1,34,2018-11-02,1998.89,CardExpired,CallCenter,2,177,2019-01-01,14554.89,CardExpired,App,2,168,,,,,,,173,2022-04-25,,,192,2025-03-05,136,2018-08-29,,
602556,Other,50799,4,High,0,0,0,Loan,1,1,Active,2022-02-19,11230.83,CardExpired,CallCenter,1,83,2022-04-20,12392.44,InsufficientFunds,CallCenter,2,69,,,,,,,,,,,,,,,,,,,,,,,150,2021-05-06,,,,
602557,Female,35776,2,High,1,1,0,Loan,2,0,Expired,2022-05-16,14880.5,CardExpired,App,2,137,2022-07-15,3841.84,InsufficientFunds,App,1,13,2022-09-13,493.9,CardExpired,CallCenter,2,87,,,,,,,,,,,,,,,128,2020-03-12,160,2024-04-15,102,2021-08-19,133,2026-04-14
602558,Other,58464,9,High,0,1,0,CreditCard,1,1,Expired,2023-11-18,6103.03,TechnicalError,Branch,1,37,2024-01-17,12092.99,InsufficientFunds,CallCenter,2,154,2024-03-17,1541.82,CardExpired,Branch,2,68,,,,,,,,,,,,,,,,,,,,,,
602559,Other,85632,5,Medium,1,0,1,CreditCard,3,1,Expired,2017-05-31,9278.39,CardExpired,App,2,230,2017-07-30,3835.5,TechnicalError,Branch,1,171,2017-09-28,6791.01,TechnicalError,CallCenter,1,232,2017-11-27,9335.44,CardExpired,Branch,2,64,2018-01-26,7200.45,CardExpired,CallCenter,2,56,,,101,2019-02-17,,,162,2023-04-03,,
602560,Male,79470,5,Low,1,1,1,CreditCard,1,1,Active,2017-06-22,3808.43,CardExpired,CallCenter,2,85,2017-08-21,11850.78,CardExpired,CallCenter,3,134,2017-10-20,7421.93,CardExpired,Branch,1,31,2017-12-19,13949.96,CardExpired,App,1,112,,,,,,,,,,,192,2023-03-18,131,2019-12-17,,
602561,Other,63225,7,High,0,0,0,Loan,1,0,Expired,2017-01-12,175.13,InsufficientFunds,App,1,210,2017-03-13,9806.04,InsufficientFunds,Branch,2,197,2017-05-12,12312.74,CardExpired,App,2,10,2017-07-11,4185.64,InsufficientFunds,CallCenter,3,147,,,,,,,,,,,187,2016-09-25,,,,
602562,Female,52674,5,Low,0,1,1,CreditCard,4,0,Active,2023-12-18,7488.0,TechnicalError,App,2,236,2024-02-16,8900.9,TechnicalError,App,3,126,2024-04-16,1265.01,CardExpired,CallCenter,3,16,2024-06-15,14961.35,InsufficientFunds,Branch,3,222,2024-08-14,2290.84,InsufficientFunds,Branch,2,183,113,2022-05-02,163,2016-07-11,179,2017-04-10,,,,
602563,Male,11103,5,Medium,0,0,0,Loan,2,0,Active,2023-07-17,14652.45,InsufficientFunds,CallCenter,1,27,2023-09-15,14088.38,CardExpired,CallCenter,3,62,2023-11-14,11586.89,InsufficientFunds,Branch,3,142,,,,,,,,,,,,,145,2021-11-29,161,2021-11-07,152,2016-07-16,,,,
602564,Female,37412,9,Medium,0,1,1,Loan,4,0,Active,2021-05-29,11806.7,InsufficientFunds,Branch,2,229,,,,,,,,,,,,,,,,,,,,,,,,,143,2023-02-09,,,,,134,2018-10-13,,
602565,Female,86495,1,High,1,0,0,Loan,1,1,Blocked,2016-06-25,14685.91,TechnicalError,Branch,1,209,2016-08-24,7087.78,TechnicalError,App,1,9,2016-10-23,5011.75,InsufficientFunds,Branch,3,20,,,,,,,,,,,,,,,100,2023-02-28,170,2018-05-17,,,,
602566,Male,42253,7,High,1,1,1,CreditCard,4,0,Active,2020-03-08,6455.83,InsufficientFunds,Branch,3,108,2020-05-07,1310.27,InsufficientFunds,Branch,2,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602567,Male,83235,7,High,0,0,0,Loan,3,1,Expired,2023-05-11,3935.97,InsufficientFunds,CallCenter,2,89,2023-07-10,7557.43,InsufficientFunds,CallCenter,1,126,2023-09-08,13674.78,CardExpired,Branch,1,6,,,,,,,,,,,,,181,2016-12-21,127,2022-04-26,171,2018-10-14,,,,
602568,Male,55806,8,Medium,1,1,1,Loan,2,1,Active,2019-07-02,11950.05,InsufficientFunds,App,2,88,,,,,,,,,,,,,,,,,,,,,,,,,180,2020-08-04,,,120,2020-12-15,,,,
602569,Female,62837,6,Medium,1,1,1,CreditCard,3,0,Expired,2019-08-09,561.99,CardExpired,Branch,2,91,2019-10-08,6621.76,CardExpired,App,3,29,2019-12-07,10924.32,TechnicalError,Branch,1,55,2020-02-05,14721.28,InsufficientFunds,Branch,1,152,2020-04-05,6869.49,InsufficientFunds,App,2,104,,,,,,,,,,
602570,Male,21150,8,Medium,0,0,1,Mortgage,3,0,Expired,2019-10-20,12833.11,TechnicalError,CallCenter,1,204,,,,,,,,,,,,,,,,,,,,,,,,,,,108,2017-03-10,,,,,,
602571,Female,94486,9,High,1,1,0,CreditCard,4,1,Expired,2023-06-30,7757.82,InsufficientFunds,CallCenter,3,133,2023-08-29,9111.61,TechnicalError,App,3,119,2023-10-28,13054.4,InsufficientFunds,Branch,3,112,,,,,,,,,,,,,,,,,,,,,,
602572,Other,88734,4,High,0,0,1,CreditCard,1,1,Blocked,2022-03-17,9300.71,InsufficientFunds,App,3,91,2022-05-16,14441.07,TechnicalError,App,3,21,2022-07-15,6663.12,TechnicalError,App,3,196,2022-09-13,2614.66,TechnicalError,CallCenter,2,139,,,,,,,115,2020-08-18,,,,,,,123,2017-09-29
602573,Other,98920,7,Low,0,1,1,CreditCard,1,1,Expired,2018-04-22,11627.51,CardExpired,App,1,164,2018-06-21,13187.58,TechnicalError,CallCenter,2,36,,,,,,,,,,,,,,,,,,,140,2024-07-19,,,167,2024-04-14,,,104,2021-07-06
602574,Male,75890,1,High,1,0,0,CreditCard,4,1,Active,2022-04-22,10269.14,CardExpired,CallCenter,1,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,2016-12-18,,,,
602575,Other,29422,2,Medium,1,1,0,Mortgage,1,1,Expired,2020-03-29,5896.25,InsufficientFunds,Branch,3,146,,,,,,,,,,,,,,,,,,,,,,,,,116,2019-02-16,158,2026-03-17,192,2024-07-29,,,,
602576,Male,67801,6,Low,1,0,1,CreditCard,1,0,Active,2022-03-27,4190.3,TechnicalError,App,3,69,2022-05-26,9273.87,TechnicalError,App,3,24,2022-07-25,9946.39,TechnicalError,App,1,83,2022-09-23,13912.78,InsufficientFunds,CallCenter,2,185,2022-11-22,11058.7,TechnicalError,App,3,104,,,,,,,,,198,2021-04-16
602577,Female,38745,5,Low,0,0,1,CreditCard,1,1,Expired,2021-10-08,13300.8,TechnicalError,Branch,3,43,2021-12-07,143.89,TechnicalError,Branch,1,224,2022-02-05,5524.45,TechnicalError,Branch,1,179,2022-04-06,1003.56,CardExpired,App,1,132,2022-06-05,1905.86,InsufficientFunds,App,3,158,,,,,,,,,,
602578,Male,88951,4,Low,1,1,1,CreditCard,4,1,Active,2022-03-28,5670.53,InsufficientFunds,CallCenter,2,68,2022-05-27,2452.85,TechnicalError,App,1,161,2022-07-26,11230.45,InsufficientFunds,Branch,3,217,2022-09-24,4099.38,CardExpired,Branch,1,138,,,,,,,,,,,,,,,,
602579,Male,35807,9,Medium,0,1,1,Loan,4,1,Blocked,2023-10-30,14847.31,CardExpired,Branch,2,158,,,,,,,,,,,,,,,,,,,,,,,,,,,136,2021-09-18,106,2023-07-15,,,,
602580,Other,57117,3,Low,1,1,1,CreditCard,3,0,Expired,2021-05-06,3106.06,TechnicalError,Branch,2,166,2021-07-05,1143.29,InsufficientFunds,App,2,128,2021-09-03,10703.42,TechnicalError,CallCenter,3,143,,,,,,,,,,,,,,,,,107,2018-09-29,119,2022-08-31,,
602581,Male,73528,5,Medium,1,1,0,Mortgage,1,0,Active,2017-07-29,176.06,InsufficientFunds,App,2,79,2017-09-27,13069.16,CardExpired,App,3,115,,,,,,,,,,,,,,,,,,,173,2017-11-26,134,2018-06-01,,,,,160,2017-10-24
602582,Male,22237,3,Low,1,0,0,Mortgage,4,1,Active,2016-07-03,9491.88,InsufficientFunds,CallCenter,3,1,,,,,,,,,,,,,,,,,,,,,,,,,131,2017-04-10,,,136,2021-05-18,,,191,2019-06-11
602583,Female,30777,1,Low,1,1,0,Mortgage,3,1,Active,2016-09-13,5841.8,TechnicalError,App,1,75,2016-11-12,13670.18,TechnicalError,App,2,116,,,,,,,,,,,,,,,,,,,,,,,142,2019-07-20,,,,
602584,Female,17200,4,Low,0,1,1,CreditCard,3,0,Expired,2016-09-16,13110.45,CardExpired,Branch,1,170,2016-11-15,1713.97,CardExpired,App,1,207,2017-01-14,4912.26,CardExpired,CallCenter,2,75,,,,,,,,,,,,,,,,,,,,,159,2019-12-16
602585,Other,35182,8,Low,1,0,0,CreditCard,2,1,Expired,2022-02-04,14471.98,InsufficientFunds,App,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2023-10-17,,
602586,Other,89977,3,High,0,0,1,CreditCard,4,0,Active,2018-09-29,6892.86,CardExpired,Branch,3,213,2018-11-28,9184.75,InsufficientFunds,Branch,1,27,2019-01-27,6464.84,CardExpired,CallCenter,2,164,2019-03-28,7712.63,CardExpired,Branch,2,72,2019-05-27,10564.11,TechnicalError,App,3,140,101,2021-08-02,,,,,129,2020-04-10,122,2017-08-18
602587,Other,33311,9,Low,0,0,1,Loan,4,0,Blocked,2018-09-26,2574.59,TechnicalError,Branch,2,188,2018-11-25,768.43,CardExpired,CallCenter,2,163,2019-01-24,14247.83,InsufficientFunds,App,1,31,,,,,,,,,,,,,107,2021-12-06,,,,,109,2016-07-26,122,2019-08-25
602588,Other,39761,8,High,1,0,0,Loan,4,1,Blocked,2025-02-01,3277.42,TechnicalError,App,3,38,2025-04-02,12476.15,InsufficientFunds,Branch,1,222,2025-06-01,5522.67,CardExpired,Branch,3,107,2025-07-31,2793.17,TechnicalError,App,1,154,2025-09-29,9811.38,CardExpired,App,3,193,,,,,143,2016-11-03,,,,
602589,Other,84810,9,High,1,1,0,Mortgage,3,0,Active,2025-07-25,5369.42,InsufficientFunds,App,3,136,2025-09-23,4313.83,TechnicalError,Branch,2,71,2025-11-22,4623.13,CardExpired,App,2,226,,,,,,,,,,,,,157,2023-08-06,,,112,2016-07-04,,,,
602590,Female,44365,5,High,1,1,1,CreditCard,4,0,Blocked,2025-02-27,8002.5,CardExpired,CallCenter,2,89,2025-04-28,13479.84,TechnicalError,Branch,1,22,2025-06-27,3113.13,InsufficientFunds,CallCenter,2,239,2025-08-26,11441.2,InsufficientFunds,Branch,1,145,2025-10-25,3240.47,InsufficientFunds,App,3,47,183,2022-08-29,157,2022-09-26,,,,,168,2019-04-22
602591,Male,96218,7,Medium,1,1,0,Mortgage,1,0,Active,2023-06-28,2475.05,CardExpired,Branch,3,164,2023-08-27,1714.19,InsufficientFunds,Branch,2,125,2023-10-26,1126.15,CardExpired,Branch,1,160,,,,,,,,,,,,,156,2020-11-01,127,2019-02-04,,,,,,
602592,Other,75461,7,High,0,1,0,Loan,4,0,Active,2021-09-15,5868.73,CardExpired,CallCenter,2,2,2021-11-14,4257.5,TechnicalError,Branch,1,151,2022-01-13,2657.43,TechnicalError,CallCenter,3,188,2022-03-14,6558.91,TechnicalError,App,1,119,2022-05-13,3916.62,CardExpired,CallCenter,3,174,,,119,2024-01-18,,,,,,
602593,Other,81365,9,High,0,1,1,CreditCard,3,0,Blocked,2022-01-25,5093.62,InsufficientFunds,App,3,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,2024-07-11,,,192,2025-04-10
602594,Male,21312,2,High,0,1,0,CreditCard,4,0,Blocked,2023-01-10,14972.93,CardExpired,App,2,39,2023-03-11,3607.35,CardExpired,App,1,210,,,,,,,,,,,,,,,,,,,159,2016-11-21,102,2022-02-02,,,,,,
602595,Female,54648,7,High,1,0,1,Loan,1,1,Expired,2022-09-24,5400.97,CardExpired,Branch,3,192,2022-11-23,7679.46,TechnicalError,App,1,206,,,,,,,,,,,,,,,,,,,,,,,,,123,2022-12-11,,
602596,Female,23652,7,Medium,0,1,1,Mortgage,1,1,Expired,2021-07-31,7223.09,TechnicalError,Branch,2,140,2021-09-29,13964.74,CardExpired,CallCenter,2,223,2021-11-28,11266.15,InsufficientFunds,CallCenter,3,32,2022-01-27,10454.67,CardExpired,CallCenter,3,66,,,,,,,,,,,,,,,,
602597,Female,10159,6,Medium,0,0,0,Loan,1,0,Blocked,2016-07-22,270.07,InsufficientFunds,CallCenter,1,101,2016-09-20,2323.3,CardExpired,CallCenter,2,89,2016-11-19,2700.13,InsufficientFunds,CallCenter,2,21,2017-01-18,1892.51,TechnicalError,App,2,77,2017-03-19,1460.04,InsufficientFunds,App,2,21,110,2018-05-09,,,126,2024-04-15,,,,
602598,Male,80356,3,Low,0,1,0,Loan,4,1,Active,2019-11-24,4319.0,TechnicalError,CallCenter,1,10,2020-01-23,12925.22,CardExpired,CallCenter,3,39,2020-03-23,2500.18,InsufficientFunds,CallCenter,1,63,,,,,,,,,,,,,181,2017-03-12,,,,,186,2023-11-28,179,2024-04-03
602599,Male,17793,6,Medium,0,1,1,Loan,3,0,Active,2017-01-31,5759.2,InsufficientFunds,CallCenter,3,149,2017-04-01,4334.65,InsufficientFunds,CallCenter,2,9,2017-05-31,11335.76,CardExpired,CallCenter,3,51,2017-07-30,12031.31,InsufficientFunds,Branch,1,27,2017-09-28,7023.36,TechnicalError,Branch,2,113,,,,,,,,,124,2022-11-01
602600,Other,68434,7,Low,0,1,1,Loan,1,0,Blocked,2020-03-30,11748.97,TechnicalError,App,2,107,2020-05-29,14829.7,TechnicalError,CallCenter,3,108,2020-07-28,13231.41,CardExpired,CallCenter,3,43,,,,,,,,,,,,,,,,,,,131,2022-05-09,,
602601,Other,81829,3,Low,0,1,0,Loan,2,1,Active,2016-09-21,4601.97,CardExpired,CallCenter,2,8,2016-11-20,3208.15,InsufficientFunds,CallCenter,3,116,2017-01-19,14960.11,InsufficientFunds,App,3,229,,,,,,,,,,,,,,,150,2020-11-14,100,2022-01-23,,,,
602602,Female,15292,9,High,1,0,1,CreditCard,1,0,Expired,2025-06-29,13130.65,TechnicalError,Branch,2,214,2025-08-28,2568.03,InsufficientFunds,CallCenter,3,197,2025-10-27,950.27,TechnicalError,CallCenter,3,171,,,,,,,,,,,,,114,2020-04-01,,,107,2023-02-11,128,2017-11-19,131,2018-07-09
602603,Female,15581,4,High,0,0,1,Loan,1,1,Active,2017-04-26,3122.36,CardExpired,App,1,126,2017-06-25,13838.67,InsufficientFunds,App,3,227,2017-08-24,12110.24,TechnicalError,CallCenter,1,45,2017-10-23,1221.24,InsufficientFunds,CallCenter,2,128,2017-12-22,14659.26,InsufficientFunds,CallCenter,1,89,181,2016-08-17,154,2020-01-28,,,112,2022-06-04,,
602604,Female,78203,4,High,0,1,0,Mortgage,4,1,Expired,2021-02-10,6108.67,CardExpired,App,3,22,2021-04-11,11152.49,TechnicalError,CallCenter,3,73,,,,,,,,,,,,,,,,,,,,,,,,,188,2025-07-15,,
602605,Other,63701,3,High,1,0,0,CreditCard,4,0,Expired,2021-08-03,5294.92,InsufficientFunds,Branch,3,26,2021-10-02,12012.24,CardExpired,CallCenter,3,238,,,,,,,,,,,,,,,,,,,,,,,108,2021-12-18,,,,
602606,Male,23509,4,Low,1,0,1,Mortgage,2,0,Active,2023-06-03,1679.92,InsufficientFunds,CallCenter,3,9,2023-08-02,127.23,InsufficientFunds,App,1,117,2023-10-01,11298.52,CardExpired,Branch,3,90,2023-11-30,12264.44,InsufficientFunds,App,3,56,2024-01-29,4736.01,CardExpired,Branch,2,56,,,158,2019-09-19,,,,,,
602607,Male,86431,9,High,1,1,0,Loan,1,0,Expired,2016-10-12,10422.49,CardExpired,CallCenter,1,230,2016-12-11,6493.16,TechnicalError,App,3,73,2017-02-09,7013.35,InsufficientFunds,CallCenter,1,182,2017-04-10,7180.95,TechnicalError,App,2,14,,,,,,,,,,,159,2018-09-30,,,,
602608,Female,86541,7,Low,0,1,1,CreditCard,4,0,Expired,2018-05-10,12337.64,InsufficientFunds,Branch,3,138,2018-07-09,11754.95,InsufficientFunds,App,2,45,2018-09-07,13965.53,CardExpired,App,3,141,2018-11-06,12376.77,CardExpired,Branch,1,96,,,,,,,168,2023-10-18,,,,,133,2024-03-08,117,2016-11-06
602609,Other,59451,2,High,1,0,0,CreditCard,1,1,Blocked,2020-10-20,14902.55,TechnicalError,CallCenter,2,44,2020-12-19,5803.38,InsufficientFunds,App,2,136,2021-02-17,4684.83,TechnicalError,Branch,2,190,,,,,,,,,,,,,,,,,,,,,,
602610,Female,86068,4,Medium,0,0,1,Mortgage,1,1,Blocked,2019-08-13,827.33,TechnicalError,CallCenter,2,38,2019-10-12,11702.16,InsufficientFunds,Branch,3,81,2019-12-11,9471.63,TechnicalError,Branch,3,204,2020-02-09,3612.26,InsufficientFunds,Branch,2,118,2020-04-09,9280.44,TechnicalError,App,3,37,,,,,,,,,,
602611,Female,43826,3,Medium,1,0,1,Mortgage,3,1,Active,2019-04-30,8069.7,CardExpired,CallCenter,3,125,2019-06-29,5043.51,InsufficientFunds,Branch,1,68,2019-08-28,12357.56,TechnicalError,Branch,1,158,2019-10-27,7087.54,InsufficientFunds,CallCenter,3,108,2019-12-26,14644.99,CardExpired,Branch,3,100,,,,,,,,,,
602612,Female,60487,2,Medium,0,1,1,Loan,1,0,Active,2025-03-07,11943.7,CardExpired,CallCenter,2,149,2025-05-06,12959.48,TechnicalError,Branch,3,69,2025-07-05,10861.54,CardExpired,CallCenter,3,230,2025-09-03,11545.93,TechnicalError,Branch,2,38,,,,,,,119,2017-12-16,,,134,2025-06-09,171,2019-08-20,,
